feelings_life,aboriginal,vis_minority,marital_status,education,self_rated_health,self_rated_mental_health,income_family,income_respondent,number_total_children_intention,is_male,age
8,No,Don't know,"Single, never married",6,4,4,6,1,2,0,21.8
8,No,Not a visible minority,Married,3,5,5,5,4,0,1,41.8
5,No,Not a visible minority,"Single, never married",2,1,3,2,2,4,1,31.8
10,No,Visible minority,Married,6,5,5,6,4,0,0,48.5
8,No,Not a visible minority,Living common-law,6,3,4,5,3,0,1,35.8
8,No,Not a visible minority,Married,6,4,3,6,4,2,1,31.8
9,No,Not a visible minority,Living common-law,3,3,3,6,5,0,1,46.3
3,No,Not a visible minority,"Single, never married",2,3,3,4,1,0,1,19.4
10,No,Not a visible minority,Married,1,5,5,3,2,0,1,28.9
7,No,Not a visible minority,"Single, never married",4,3,3,3,3,1,1,29.2
8,No,Not a visible minority,Married,1,3,3,5,2,0,1,42.6
8,No,Not a visible minority,Living common-law,3,4,4,4,1,0,0,39.2
8,No,Not a visible minority,Married,6,3,1,6,4,0,0,40.8
10,No,Not a visible minority,Married,3,3,4,2,1,0,0,43.6
8,No,Not a visible minority,"Single, never married",4,3,4,6,1,2,1,24.5
8,No,Not a visible minority,Married,1,3,3,4,2,0,0,48.6
8,No,Not a visible minority,"Single, never married",2,5,3,2,2,2,0,29.5
9,No,Not a visible minority,"Single, never married",1,5,4,4,1,4,0,19.4
9,No,Not a visible minority,Married,3,3,4,5,5,2,1,42
9,No,Not a visible minority,Married,7,5,4,6,2,2,0,33.9
8,No,Not a visible minority,"Single, never married",4,3,3,2,2,0,1,26.4
5,Yes,Not a visible minority,Living common-law,2,3,3,3,1,0,1,43.2
8,No,Not a visible minority,Married,5,4,3,4,2,3,0,27.5
9,No,Not a visible minority,Married,5,5,4,5,3,0,1,39.8
10,No,Not a visible minority,Married,3,4,4,6,4,0,0,35.1
7,No,Not a visible minority,Married,3,4,4,1,1,4,0,23.8
7,No,Not a visible minority,Married,6,3,3,6,4,0,0,45.5
10,No,Not a visible minority,"Single, never married",1,5,5,5,1,2,0,17
6,No,Not a visible minority,Married,2,1,1,4,2,2,0,36.4
8,No,Not a visible minority,"Single, never married",2,4,4,1,1,1,1,23.3
9,No,Not a visible minority,"Single, never married",6,5,5,6,6,0,1,47.2
10,No,Don't know,Married,6,5,5,4,2,0,1,33.3
8,No,Not a visible minority,"Single, never married",2,5,5,2,1,2,1,17.7
10,No,Not a visible minority,Married,3,5,5,4,2,0,0,32.7
7,No,Not a visible minority,"Single, never married",3,4,3,1,1,0,1,38.3
9,No,Not a visible minority,Living common-law,2,4,5,3,2,0,0,40.4
7,No,Not a visible minority,Divorced,2,4,4,3,3,0,0,47
7,No,Not a visible minority,Married,3,4,3,5,4,0,1,40.2
3,No,Not a visible minority,"Single, never married",2,1,2,3,1,0,0,24
8,No,Not a visible minority,"Single, never married",2,4,3,1,1,0,0,34.6
8,No,Not a visible minority,"Single, never married",6,4,4,4,4,0,1,38.6
8,No,Not a visible minority,Separated,6,3,3,3,3,2,0,27.4
9,No,Not a visible minority,Married,3,4,4,6,4,0,1,40.7
10,No,Not a visible minority,Married,7,5,5,6,6,0,1,37.5
9,No,Not a visible minority,Living common-law,6,5,5,5,3,2,1,32.3
7,No,Not a visible minority,Divorced,6,5,3,4,2,0,0,39.6
8,No,Not a visible minority,"Single, never married",2,3,3,1,1,2,0,19.2
7,No,Not a visible minority,"Single, never married",2,3,3,1,1,0,1,32.7
7,No,Not a visible minority,Married,7,4,1,4,1,0,1,37
7,No,Not a visible minority,"Single, never married",3,4,4,2,2,1,1,33.9
8,No,Not a visible minority,Married,6,4,3,4,3,0,0,27.2
10,No,Not a visible minority,Married,2,3,5,2,2,1,0,36.5
10,No,Not a visible minority,Married,6,5,3,4,3,0,0,28.8
6,No,Not a visible minority,Married,3,3,3,1,1,0,0,46.5
9,No,Not a visible minority,Married,2,4,4,4,4,0,1,32.9
8,No,Not a visible minority,"Single, never married",1,4,4,5,1,3,1,18.3
9,No,Not a visible minority,"Single, never married",4,5,5,2,2,0,1,39.1
7,No,Not a visible minority,Living common-law,3,3,3,4,2,0,0,32.2
8,No,Not a visible minority,Married,6,4,4,6,5,0,1,48.2
8,No,Visible minority,Married,7,3,4,4,3,3,0,28.2
8,No,Not a visible minority,"Single, never married",2,5,4,2,2,3,0,30
8,No,Not a visible minority,Married,3,3,3,6,6,0,0,36.6
6,No,Not a visible minority,Married,3,4,2,6,3,1,1,31.8
10,No,Not a visible minority,Living common-law,1,4,4,4,2,0,1,39.8
7,No,Not a visible minority,"Single, never married",2,1,4,4,1,2,1,19.7
10,No,Not a visible minority,Living common-law,5,3,4,1,1,3,0,35.7
7,No,Not a visible minority,"Single, never married",4,4,4,1,1,0,0,48.8
9,No,Not a visible minority,Married,7,3,4,6,4,0,0,35.3
7,No,Not a visible minority,"Single, never married",6,2,1,4,4,2,0,25.4
10,No,Not a visible minority,Married,3,5,5,6,1,0,0,47.1
7,Yes,Not a visible minority,"Single, never married",2,2,1,1,1,0,1,45.5
10,No,Not a visible minority,Married,3,4,4,6,4,4,1,25.6
8,No,Not a visible minority,Married,2,5,4,5,3,0,0,41.9
8,No,Not a visible minority,Separated,6,4,4,2,2,0,0,48.7
7,No,Not a visible minority,Married,2,4,3,5,2,0,1,51.2
7,No,Not a visible minority,Married,3,4,3,1,1,0,0,36.6
8,No,Not a visible minority,Married,6,4,3,6,4,0,0,36.3
8,No,Not a visible minority,Married,2,3,3,6,2,2,0,34.4
5,No,Not a visible minority,Married,3,4,4,5,3,0,0,49.8
9,No,Not a visible minority,"Single, never married",2,5,5,3,1,4,0,17
8,No,Not a visible minority,Married,4,3,4,4,1,0,1,55.8
8,No,Not a visible minority,"Single, never married",7,4,3,6,6,0,0,40.9
7,No,Not a visible minority,Married,6,4,3,5,4,0,0,47.9
9,No,Not a visible minority,Married,7,4,3,6,6,0,1,56.4
7,No,Not a visible minority,"Single, never married",7,4,3,3,1,2,1,31.2
8,No,Not a visible minority,Widowed,2,5,4,2,2,0,0,44.1
7,No,Not a visible minority,Living common-law,3,1,3,6,3,0,0,35.3
10,No,Don't know,"Single, never married",3,4,3,4,4,0,0,45.5
8,Yes,Not a visible minority,Married,6,3,3,3,2,0,0,47
4,No,Not a visible minority,Married,3,2,1,3,3,0,1,51
6,No,Not a visible minority,"Single, never married",1,3,3,6,1,0,1,15.8
8,No,Not a visible minority,Married,2,3,1,6,2,0,0,46.9
7,No,Not a visible minority,Separated,4,4,5,2,2,0,1,31.8
10,No,Not a visible minority,Living common-law,2,5,5,6,3,3,0,37.6
9,No,Not a visible minority,"Single, never married",2,5,5,6,1,2,1,22.8
7,No,Not a visible minority,"Single, never married",3,5,5,5,2,0,1,48.8
9,No,Not a visible minority,Married,3,3,3,4,4,0,1,59.7
7,No,Not a visible minority,Married,7,1,1,5,3,0,0,42.6
8,No,Not a visible minority,Living common-law,1,3,3,5,1,0,1,55.4
8,No,Not a visible minority,Living common-law,6,4,4,6,3,0,0,42.6
10,No,Visible minority,Married,2,5,5,5,2,0,1,50
9,No,Not a visible minority,"Single, never married",3,4,5,6,6,0,1,46.6
10,No,Not a visible minority,Married,7,3,3,5,5,0,1,43.8
9,No,Not a visible minority,"Single, never married",2,4,3,2,1,2,0,20.9
8,No,Not a visible minority,Living common-law,2,4,3,2,1,2,0,19.9
9,No,Not a visible minority,"Single, never married",6,4,4,4,1,4,0,24.8
8,No,Not a visible minority,"Single, never married",2,4,4,2,2,0,1,47.8
8,No,Not a visible minority,Separated,6,5,4,5,5,0,0,44.3
8,No,Not a visible minority,Married,2,1,3,5,2,2,1,38
9,No,Not a visible minority,Married,4,5,5,6,6,0,1,48.6
6,No,Not a visible minority,"Single, never married",2,4,3,5,1,2,0,22.4
9,No,Not a visible minority,Married,7,4,4,6,3,3,0,30
9,No,Not a visible minority,Married,2,3,3,5,2,0,0,34.8
10,No,Not a visible minority,"Single, never married",3,4,4,2,2,0,0,43.5
5,No,Not a visible minority,"Single, never married",1,1,4,2,2,0,1,46.8
9,No,Not a visible minority,"Single, never married",2,5,5,5,5,0,1,43.9
10,No,Not a visible minority,Married,4,4,4,4,1,0,0,46
8,No,Not a visible minority,"Single, never married",1,4,4,2,1,2,1,18.5
10,No,Not a visible minority,Married,6,5,5,5,4,1,1,30.4
10,No,Not a visible minority,"Single, never married",3,3,3,3,3,0,0,35
9,No,Not a visible minority,Living common-law,4,3,4,5,3,0,1,45.8
8,No,Not a visible minority,Separated,3,3,3,1,1,0,0,48.4
7,No,Not a visible minority,"Single, never married",2,3,3,1,1,2,0,18.9
10,No,Not a visible minority,Married,7,4,3,6,3,0,0,48.8
7,No,Not a visible minority,Married,6,4,1,6,2,0,0,36.1
8,No,Not a visible minority,"Single, never married",3,4,4,3,3,0,0,44.3
6,No,Not a visible minority,"Single, never married",7,3,3,3,3,2,1,38.9
8,No,Not a visible minority,Married,2,3,3,5,3,3,1,29.9
10,No,Not a visible minority,"Single, never married",2,3,3,4,2,0,0,21.9
7,No,Not a visible minority,Married,4,5,4,6,4,2,1,30.1
10,No,Not a visible minority,Married,6,5,5,3,3,0,0,31.3
10,No,Not a visible minority,Married,3,5,3,2,2,2,0,29.6
10,No,Visible minority,Married,3,5,5,6,4,0,0,43.8
9,No,Not a visible minority,Married,3,5,5,3,1,0,0,43.3
7,No,Not a visible minority,Married,7,2,1,4,1,0,0,37.3
7,No,Not a visible minority,"Single, never married",2,3,3,3,3,0,0,39.1
7,No,Not a visible minority,Married,7,5,4,6,6,0,1,42.4
10,No,Not a visible minority,Married,3,1,5,4,3,2,0,46.7
7,No,Not a visible minority,Married,5,3,3,6,3,2,0,36.9
7,No,Not a visible minority,"Single, never married",6,3,3,3,3,2,1,26.3
8,No,Not a visible minority,"Single, never married",1,4,3,3,1,2,1,17.3
7,No,Not a visible minority,"Single, never married",6,3,3,4,1,2,1,23.3
9,No,Not a visible minority,"Single, never married",2,3,3,5,1,2,0,18
5,Yes,Not a visible minority,"Single, never married",1,3,3,2,2,0,0,34.8
9,No,Not a visible minority,Married,4,5,5,5,4,4,1,27.7
9,No,Not a visible minority,Divorced,4,5,4,3,3,0,0,41.3
9,No,Not a visible minority,Living common-law,6,4,5,4,2,0,1,29.2
7,No,Visible minority,Married,1,1,2,3,1,4,0,23.8
8,No,Not a visible minority,Divorced,2,3,3,2,2,0,0,44.3
8,Yes,Not a visible minority,Widowed,2,2,3,2,2,0,1,56
10,No,Not a visible minority,Married,3,4,4,5,4,0,1,39.2
6,No,Not a visible minority,Separated,6,4,3,4,4,0,1,41.4
8,No,Not a visible minority,"Single, never married",1,4,4,6,1,2,0,23.4
8,Yes,Not a visible minority,Living common-law,2,4,4,6,2,2,0,34.9
8,No,Not a visible minority,Separated,3,4,4,3,3,2,1,37.7
9,No,Not a visible minority,Married,6,4,4,6,6,0,1,44.7
6,No,Not a visible minority,"Single, never married",6,3,1,2,2,3,1,25.1
6,No,Not a visible minority,Married,3,4,3,4,2,0,0,47.2
7,No,Not a visible minority,"Single, never married",1,3,2,1,1,2,0,18
7,No,Not a visible minority,"Single, never married",1,3,3,6,1,0,0,15.3
10,No,Not a visible minority,Married,6,3,4,4,2,0,0,30.8
10,No,Not a visible minority,Married,3,5,5,6,4,0,0,49.8
6,No,Not a visible minority,"Single, never married",4,4,3,1,1,2,0,31
6,No,Not a visible minority,"Single, never married",7,3,3,5,5,2,1,34.6
6,No,Not a visible minority,Living common-law,2,5,3,4,3,1,1,34.7
10,No,Not a visible minority,"Single, never married",2,5,5,2,2,1,1,45.3
8,No,Don't know,"Single, never married",6,4,4,1,1,3,0,22.7
8,No,Not a visible minority,Living common-law,1,3,3,3,2,1,1,38.5
10,No,Not a visible minority,Married,6,5,4,6,3,0,0,37.9
10,No,Not a visible minority,"Single, never married",2,5,5,6,1,2,1,20.2
5,No,Not a visible minority,"Single, never married",7,1,1,6,6,0,1,42.6
7,No,Not a visible minority,Married,6,4,3,4,2,3,0,33.3
8,No,Not a visible minority,Living common-law,4,4,4,5,1,2,0,31.3
9,No,Not a visible minority,"Single, never married",3,3,5,1,1,1,0,36.3
9,No,Not a visible minority,"Single, never married",1,4,4,6,1,2,1,16
7,No,Not a visible minority,Married,3,3,3,5,1,0,0,48.1
5,No,Not a visible minority,Separated,3,4,3,4,2,0,0,43.3
9,No,Visible minority,"Single, never married",3,4,5,6,2,2,0,35.9
8,Yes,Not a visible minority,Married,2,4,4,5,3,0,1,36.8
10,No,Not a visible minority,Living common-law,3,4,5,2,1,2,1,20.1
6,No,Not a visible minority,"Single, never married",2,1,2,2,1,2,0,24.1
6,No,Visible minority,Married,6,3,4,3,3,0,0,41.1
7,No,Not a visible minority,"Single, never married",3,3,5,1,1,3,1,25.6
8,No,Not a visible minority,Living common-law,4,4,3,2,2,2,0,26
8,No,Not a visible minority,Married,3,3,4,6,1,0,0,39.2
8,No,Not a visible minority,Living common-law,3,1,4,4,2,0,1,38.9
8,No,Not a visible minority,Married,6,1,3,6,6,0,0,48.6
8,No,Not a visible minority,"Single, never married",3,5,4,3,3,0,0,27.2
8,No,Not a visible minority,"Single, never married",1,5,5,6,1,2,1,17.4
10,No,Visible minority,"Single, never married",2,4,4,2,1,0,1,25.6
10,No,Not a visible minority,"Single, never married",1,5,5,6,1,3,1,16.9
9,Yes,Not a visible minority,"Single, never married",1,3,4,2,1,2,1,20.2
7,No,Not a visible minority,"Single, never married",3,4,3,3,3,0,0,42.4
9,No,Not a visible minority,Married,3,5,1,3,3,3,0,33.5
9,No,Not a visible minority,"Single, never married",3,4,5,3,3,0,1,47.4
8,No,Not a visible minority,"Single, never married",7,4,5,3,3,3,1,29
7,No,Visible minority,"Single, never married",2,4,3,6,1,4,0,19.8
10,No,Not a visible minority,"Single, never married",2,3,3,2,2,1,0,35.8
8,No,Not a visible minority,Married,6,3,4,5,3,0,1,44.1
7,No,Not a visible minority,Divorced,2,3,3,2,2,0,0,48.7
8,No,Not a visible minority,Living common-law,4,5,5,6,4,0,0,45
8,No,Not a visible minority,Married,7,4,4,3,3,2,0,38.6
8,Yes,Not a visible minority,Married,3,4,3,2,1,1,0,45.7
7,No,Not a visible minority,Living common-law,6,5,5,4,1,0,0,36.3
9,No,Not a visible minority,Married,6,4,4,6,6,0,1,46.8
6,No,Not a visible minority,Married,5,5,4,4,3,0,1,52.8
9,No,Not a visible minority,"Single, never married",1,5,5,6,1,0,1,15.3
10,No,Not a visible minority,Living common-law,3,5,5,6,3,2,1,26.5
8,No,Not a visible minority,"Single, never married",4,5,5,5,5,2,1,40.3
6,No,Not a visible minority,Married,4,3,1,3,2,2,1,41.2
8,No,Not a visible minority,"Single, never married",2,3,3,2,2,0,1,47.5
8,No,Not a visible minority,"Single, never married",6,4,3,6,1,2,1,24.7
7,No,Not a visible minority,"Single, never married",3,2,3,5,1,2,1,20.8
7,No,Not a visible minority,Living common-law,2,3,1,3,2,0,0,27.6
9,No,Not a visible minority,"Single, never married",1,4,4,6,1,2,1,16
9,No,Not a visible minority,Living common-law,3,4,4,5,3,0,0,27
10,No,Not a visible minority,"Single, never married",1,5,5,2,2,0,1,34.3
8,No,Not a visible minority,Living common-law,4,3,4,5,2,3,0,31.9
7,No,Not a visible minority,Married,2,4,4,2,2,1,1,36.6
5,No,Not a visible minority,Divorced,2,5,4,4,2,0,1,47.3
8,No,Not a visible minority,Living common-law,2,4,3,2,2,0,0,46.7
7,No,Not a visible minority,Married,2,4,1,4,1,0,0,32.3
7,Yes,Not a visible minority,"Single, never married",1,4,4,1,1,1,0,16.4
7,No,Visible minority,"Single, never married",7,5,4,1,1,2,1,30.3
9,No,Not a visible minority,Married,3,4,4,4,2,0,0,43
10,No,Not a visible minority,Living common-law,2,4,5,3,2,2,0,28.6
7,No,Not a visible minority,Married,6,3,1,4,3,0,1,36
9,No,Visible minority,"Single, never married",1,5,4,6,1,2,0,17.5
8,No,Not a visible minority,Married,6,4,4,6,4,0,0,27.8
7,No,Not a visible minority,Married,3,3,3,5,3,0,0,40.3
8,No,Not a visible minority,"Single, never married",2,4,4,5,3,0,1,20.8
8,No,Not a visible minority,"Single, never married",2,3,3,2,2,0,0,25.6
8,No,Visible minority,Married,6,1,3,5,4,0,1,36.8
9,No,Not a visible minority,Living common-law,6,4,4,5,3,4,1,33.8
6,No,Not a visible minority,"Single, never married",1,1,1,4,1,2,1,15.1
5,No,Not a visible minority,Divorced,5,2,2,2,2,0,0,45.4
8,No,Not a visible minority,Living common-law,3,3,3,4,2,3,0,30.2
8,No,Not a visible minority,Divorced,7,5,4,2,2,0,0,43.1
9,No,Not a visible minority,Living common-law,6,5,5,6,6,0,0,49.1
8,No,Not a visible minority,Married,6,4,3,6,3,0,0,38.6
9,No,Not a visible minority,"Single, never married",3,5,5,3,2,0,0,25
9,No,Not a visible minority,Living common-law,1,1,4,2,2,0,1,56.3
10,No,Not a visible minority,Married,4,5,5,2,2,0,1,33.6
10,Don't know,Not a visible minority,Married,1,3,4,3,2,0,1,57.7
8,No,Not a visible minority,Married,6,4,3,6,3,0,0,41.8
6,No,Not a visible minority,"Single, never married",2,3,3,2,2,0,1,47.7
8,No,Not a visible minority,Married,3,4,3,5,3,3,1,32.9
8,Yes,Not a visible minority,"Single, never married",7,3,3,6,6,3,0,32.5
7,No,Not a visible minority,Living common-law,4,3,4,6,2,0,0,44.7
8,No,Not a visible minority,Married,3,5,5,5,3,0,0,45.8
9,No,Not a visible minority,"Single, never married",1,5,3,2,2,2,1,23.1
9,No,Not a visible minority,Married,6,3,4,6,6,0,1,50.6
8,No,Not a visible minority,Married,6,3,3,3,1,2,1,31.7
7,No,Not a visible minority,Living common-law,4,5,4,4,4,4,1,36.3
10,Yes,Not a visible minority,"Single, never married",1,4,5,1,1,3,1,36.9
8,No,Not a visible minority,"Single, never married",2,4,3,4,1,2,1,37.1
6,No,Not a visible minority,"Single, never married",2,4,3,6,1,3,1,22.3
8,No,Not a visible minority,"Single, never married",6,3,3,1,1,4,0,31.7
10,No,Not a visible minority,Married,7,5,4,6,4,0,1,37.3
4,No,Not a visible minority,"Single, never married",2,1,1,3,3,0,1,22
10,No,Not a visible minority,"Single, never married",3,5,5,2,1,0,0,45.7
6,No,Not a visible minority,Married,6,0,3,6,5,0,1,49.8
10,No,Not a visible minority,Living common-law,7,5,5,6,6,2,1,37.9
8,Yes,Not a visible minority,"Single, never married",6,3,3,2,2,2,0,26.3
8,No,Not a visible minority,Married,3,3,3,6,3,0,0,48.8
10,Yes,Not a visible minority,"Single, never married",1,5,5,2,1,2,1,16.4
8,No,Visible minority,"Single, never married",1,4,4,2,1,3,1,17.7
7,Yes,Not a visible minority,Married,6,4,3,5,3,0,0,41.6
9,No,Not a visible minority,"Single, never married",2,4,4,1,1,3,0,17.7
9,No,Not a visible minority,Married,3,3,3,6,2,0,0,44.1
9,No,Not a visible minority,Married,6,4,4,6,6,0,0,46.8
5,No,Not a visible minority,Married,6,3,3,5,1,0,1,45.8
7,No,Not a visible minority,Married,2,3,3,5,3,0,0,36.5
9,No,Not a visible minority,Living common-law,6,4,4,6,4,0,0,44.5
8,No,Not a visible minority,Living common-law,6,3,4,3,2,0,0,33.1
6,No,Not a visible minority,"Single, never married",2,3,4,6,1,3,0,21.1
10,No,Not a visible minority,"Single, never married",1,3,3,5,3,0,1,40.6
10,No,Not a visible minority,"Single, never married",3,4,5,1,1,2,1,19.4
10,No,Not a visible minority,Living common-law,3,4,5,5,4,0,1,40.6
7,No,Not a visible minority,"Single, never married",3,3,3,5,5,0,1,46.6
9,No,Not a visible minority,Living common-law,7,5,4,6,6,0,1,50.3
6,No,Not a visible minority,"Single, never married",6,5,3,3,3,2,0,30.8
7,No,Not a visible minority,"Single, never married",1,3,3,1,1,2,0,28.1
10,No,Not a visible minority,Married,2,4,5,5,1,4,0,29.7
8,No,Not a visible minority,Married,3,4,4,4,2,0,1,42.4
8,No,Not a visible minority,Married,5,4,4,6,4,0,1,37.8
8,No,Not a visible minority,"Single, never married",3,3,3,1,1,2,0,19.8
6,No,Not a visible minority,Living common-law,3,4,3,6,6,0,0,38.8
8,No,Not a visible minority,Married,6,4,4,6,4,0,0,38.6
9,No,Not a visible minority,Married,6,5,5,6,5,0,1,58.3
8,No,Not a visible minority,"Single, never married",6,4,4,5,5,2,1,31.8
5,No,Not a visible minority,"Single, never married",4,2,1,2,2,1,1,44.3
9,No,Visible minority,"Single, never married",5,4,4,3,3,2,1,29.5
8,No,Not a visible minority,Married,3,5,4,3,3,2,1,36.4
7,No,Not a visible minority,"Single, never married",3,4,4,6,6,0,1,32.4
9,No,Not a visible minority,Married,7,4,4,6,4,0,1,43.7
8,No,Not a visible minority,Living common-law,6,3,3,6,4,0,0,34.7
8,No,Not a visible minority,"Single, never married",5,4,4,2,2,2,1,33.2
10,No,Not a visible minority,Married,4,5,5,2,2,0,1,41.3
7,Yes,Not a visible minority,"Single, never married",4,3,5,3,3,0,1,48.8
8,No,Not a visible minority,"Single, never married",6,2,4,1,1,0,0,46.6
7,No,Visible minority,Living common-law,2,4,3,1,1,2,1,26.3
6,No,Not a visible minority,Divorced,3,3,3,4,4,0,0,47
8,No,Don't know,"Single, never married",2,1,1,1,1,2,0,24.7
8,No,Not a visible minority,Married,3,3,1,5,1,0,0,25.4
9,No,Not a visible minority,Living common-law,3,5,5,6,2,0,0,40.5
9,No,Not a visible minority,Living common-law,7,4,4,6,3,0,0,43.6
5,No,Not a visible minority,"Single, never married",2,2,1,6,2,0,0,22.9
8,No,Not a visible minority,Married,4,4,3,5,3,0,1,44.2
7,No,Not a visible minority,"Single, never married",1,5,3,6,1,2,1,18.3
8,No,Not a visible minority,Married,2,4,4,6,3,0,1,49.2
8,No,Not a visible minority,"Single, never married",1,5,4,6,1,2,1,15.9
7,No,Not a visible minority,Married,3,4,3,4,3,0,0,45.9
8,No,Not a visible minority,Divorced,6,4,4,4,3,0,0,44.8
8,No,Visible minority,"Single, never married",2,3,3,2,1,2,0,19.3
9,No,Not a visible minority,Living common-law,6,5,4,6,6,3,1,32.4
10,No,Not a visible minority,Married,4,4,5,3,1,2,1,26.3
8,No,Not a visible minority,Married,3,5,4,6,4,0,1,52.8
8,No,Not a visible minority,Separated,3,5,3,3,3,0,0,32.6
8,No,Not a visible minority,Married,6,4,4,6,5,2,1,33.8
10,No,Not a visible minority,Married,6,5,5,5,3,2,1,35.5
8,No,Not a visible minority,Married,7,4,4,6,3,0,1,47.3
9,No,Not a visible minority,Married,3,4,4,4,3,0,1,33.5
8,No,Not a visible minority,Married,4,5,5,5,3,2,1,35.1
9,No,Not a visible minority,Living common-law,2,4,4,3,2,0,1,44.8
9,No,Not a visible minority,Married,6,5,5,4,2,3,1,33.3
10,No,Not a visible minority,Married,2,4,4,3,2,0,0,39.3
9,No,Not a visible minority,Married,6,3,4,2,1,4,0,24.5
10,No,Not a visible minority,"Single, never married",3,5,4,2,2,0,0,46.2
7,No,Not a visible minority,Living common-law,2,4,4,3,3,0,1,48.5
9,No,Not a visible minority,Married,6,5,5,6,3,0,0,40.4
7,No,Not a visible minority,"Single, never married",7,4,1,3,3,0,0,48.7
7,Yes,Not a visible minority,Separated,2,4,3,6,2,0,1,48.3
7,No,Not a visible minority,"Single, never married",3,3,3,6,3,2,0,22.7
8,No,Not a visible minority,"Single, never married",3,3,4,1,1,0,0,27
8,No,Not a visible minority,Living common-law,3,3,3,5,2,2,0,27.7
10,No,Not a visible minority,Married,1,4,4,6,2,0,0,33.5
8,No,Not a visible minority,Married,3,4,4,6,5,2,1,36.3
8,No,Don't know,"Single, never married",1,5,3,2,1,0,0,16.3
6,No,Not a visible minority,"Single, never married",4,4,3,1,1,3,0,29.9
8,No,Not a visible minority,Living common-law,3,3,5,3,1,0,1,59.4
9,No,Not a visible minority,Married,6,5,5,5,3,0,0,47.3
7,No,Not a visible minority,Divorced,6,1,1,2,2,0,0,38.6
10,Yes,Not a visible minority,Living common-law,6,5,4,4,3,3,0,35.5
8,No,Not a visible minority,Living common-law,2,5,3,2,2,2,1,24.3
8,No,Not a visible minority,Living common-law,6,4,4,6,3,2,0,30.8
5,No,Not a visible minority,"Single, never married",1,3,4,1,1,0,1,20.8
8,No,Not a visible minority,Living common-law,5,4,4,4,2,2,1,30.9
2,No,Not a visible minority,"Single, never married",2,3,1,3,3,4,0,32
8,No,Not a visible minority,"Single, never married",1,3,5,2,2,0,0,28.3
7,No,Not a visible minority,"Single, never married",3,3,3,3,3,0,0,38
10,No,Not a visible minority,Married,6,5,5,6,6,0,0,42.3
9,No,Not a visible minority,Married,7,4,4,6,5,0,0,45.1
10,No,Not a visible minority,Married,4,5,5,6,2,0,1,52.5
3,No,Not a visible minority,"Single, never married",1,3,3,5,2,2,1,21.3
8,No,Not a visible minority,Married,4,4,5,5,4,2,1,27.9
8,No,Not a visible minority,Living common-law,4,3,3,4,4,0,1,40.8
10,No,Not a visible minority,Married,2,4,4,3,2,4,1,23
10,No,Not a visible minority,"Single, never married",6,5,5,6,5,0,0,42
8,No,Not a visible minority,"Single, never married",1,4,4,6,1,2,1,17.4
8,No,Not a visible minority,Married,3,5,5,6,3,0,0,46.3
6,No,Not a visible minority,"Single, never married",2,4,1,2,2,0,0,38.4
7,No,Not a visible minority,"Single, never married",6,3,3,3,3,0,1,31.1
7,No,Not a visible minority,Living common-law,4,3,4,4,2,3,0,24.2
10,No,Not a visible minority,Married,4,5,5,5,3,2,0,36.7
7,No,Not a visible minority,"Single, never married",3,3,1,2,2,0,0,23.4
9,No,Not a visible minority,"Single, never married",6,4,5,4,4,0,1,48.7
7,No,Not a visible minority,"Single, never married",6,4,4,2,2,3,0,29.8
8,No,Not a visible minority,Married,6,3,3,4,2,0,0,30.6
9,No,Not a visible minority,Living common-law,6,5,4,4,2,3,0,27.8
10,No,Not a visible minority,"Single, never married",3,3,5,6,1,2,1,21.8
10,No,Not a visible minority,Married,3,4,4,4,3,0,1,41.8
8,No,Not a visible minority,Living common-law,5,4,4,6,2,0,0,33.5
8,No,Not a visible minority,Living common-law,3,3,3,6,6,0,1,49.4
10,No,Not a visible minority,Married,6,5,5,5,1,3,0,27.6
7,No,Not a visible minority,Divorced,2,3,4,1,1,0,1,65.2
6,No,Not a visible minority,"Single, never married",3,5,3,2,2,0,0,27.8
7,No,Not a visible minority,Married,6,1,5,6,4,1,0,31.5
8,No,Not a visible minority,Married,6,4,4,4,2,0,0,33.3
9,No,Not a visible minority,"Single, never married",2,3,3,2,2,0,0,41.7
10,No,Not a visible minority,"Single, never married",2,5,5,2,2,0,0,47.9
7,No,Not a visible minority,Separated,3,3,3,2,2,0,0,49.9
8,Yes,Not a visible minority,Living common-law,3,3,3,5,1,0,0,36
9,No,Not a visible minority,"Single, never married",1,4,4,6,1,3,0,15
7,No,Not a visible minority,Living common-law,3,3,3,4,1,3,0,32.8
7,No,Not a visible minority,Married,5,3,3,4,4,0,1,37.7
6,No,Not a visible minority,Living common-law,3,3,3,6,4,0,1,46.9
10,No,Not a visible minority,"Single, never married",1,4,4,6,1,2,0,18.2
9,No,Not a visible minority,Living common-law,6,5,5,6,3,1,0,36.1
10,No,Not a visible minority,"Single, never married",3,3,5,3,3,2,1,27.6
7,No,Not a visible minority,Divorced,7,3,2,2,2,0,0,46.3
8,No,Not a visible minority,Living common-law,3,1,4,4,3,0,0,35.4
9,No,Not a visible minority,"Single, never married",6,4,5,6,2,0,1,29.7
7,No,Not a visible minority,"Single, never married",3,4,3,6,1,0,0,20.9
8,Yes,Not a visible minority,"Single, never married",1,4,4,6,1,2,0,16.9
9,No,Not a visible minority,Married,6,4,3,6,4,0,0,39.4
9,No,Not a visible minority,Married,6,4,4,5,3,0,1,37.9
9,No,Visible minority,Married,2,4,5,5,3,2,0,33.6
